0.00600662231445 2.43411e-22 2.73773e-22 2.56634e-22 -4.34216e-22
0.00600674947103 2.55963e-22 2.62652e-22 2.36242e-22 -4.47259e-22
0.0060068766276 2.68644e-22 2.5159e-22 2.15734e-22 -4.60469e-22
0.00600700378418 2.81521e-22 2.40537e-22 1.95009e-22 -4.73917e-22
0.00600713094076 2.94665e-22 2.29442e-22 1.73961e-22 -4.87678e-22
0.00600725809733 3.0815e-22 2.18258e-22 1.52478e-22 -5.01837e-22
0.00600738525391 3.22062e-22 2.06932e-22 1.30438e-22 -5.16485e-22
0.00600751241048 3.36495e-22 1.95411e-22 1.07707e-22 -5.31725e-22
0.00600763956706 3.51555e-22 1.83639e-22 8.41346e-23 -5.47676e-22
0.00600776672363 3.67365e-22 1.71557e-22 5.95525e-23 -5.64476e-22
0.00600789388021 3.84068e-22 1.59101e-22 3.37652e-23 -5.82287e-22
0.00600802103678 4.01837e-22 1.46198e-22 6.54527e-24 -6.01304e-22
0.00600814819336 4.20876e-22 1.32773e-22 -2.23753e-23 -6.21761e-22
0.00600827534993 4.41437e-22 1.1874e-22 -5.33191e-23 -6.43949e-22
0.00600840250651 4.6383e-22 1.04005e-22 -8.66767e-23 -6.68227e-22
0.00600852966309 4.88449e-22 8.84666e-23 -1.2293e-22 -6.95057e-22
0.00600865681966 5.15794e-22 7.20133e-23 -1.62682e-22 -7.25031e-22
0.00600878397624 5.46524e-22 5.45304e-23 -2.06701e-22 -7.58934e-22
0.00600891113281 5.81518e-22 3.59059e-23 -2.55984e-22 -7.97827e-22
0.00600903828939 6.21982e-22 1.60489e-23 -3.11853e-22 -8.43186e-22
0.00600916544596 6.69624e-22 -5.0732e-24 -3.76112e-22 -8.97126e-22
0.00600929260254 7.26954e-22 -2.73581e-23 -4.51295e-22 -9.62809e-22
0.00600941975911 7.97835e-22 -5.04041e-23 -5.41121e-22 -1.0452e-21
0.00600954691569 8.88581e-22 -7.31574e-23 -6.51365e-22 -1.15258e-21
0.00600967407227 1.01037e-21 -9.31423e-23 -7.91797e-22 -1.30001e-21
0.00600980122884 1.18525e-21 -1.04959e-22 -9.816e-22 -1.5182e-21
0.00600992838542 1.46521e-21 -1.04294e-22 -1.27664e-21 -1.88208e-21
0.00601005554199 2.18232e-21 -1.60079e-22 -1.96112e-21 -2.85563e-21
0.00601018269857 5.48841e-21 2.47988e-21 -3.78761e-22 -7.89949e-21
0.00601030985514 -9.75485e-21 1.31926e-20 1.36735e-20 4.43646e-21
0.00601043701172 6.54376e-21 -2.23878e-20 -2.02308e-20 -8.88448e-21
0.00601056416829 -1.54749e-20 -1.08351e-20 -8.4558e-21 1.60561e-20
0.00601069132487 -1.0959e-20 1.91215e-21 3.78858e-21 1.05693e-20
0.00601081848145 -5.14815e-21 3.68532e-21 4.82048e-21 4.7181e-21
0.00601094563802 -2.56496e-21 2.93933e-21 3.7513e-21 2.24198e-21
0.0060110727946 -1.50277e-21 2.20591e-21 2.85415e-21 1.24038e-21
0.00601119995117 -1.00229e-21 1.72137e-21 2.26483e-21 7.70419e-22
0.00601132710775 -7.2422e-22 1.4062e-21 1.87376e-21 5.08868e-22
0.00601145426432 -5.48025e-22 1.19176e-21 1.60073e-21 3.42383e-22
0.0060115814209 -4.25468e-22 1.03837e-21 1.40031e-21 2.25905e-22
0.00601170857747 -3.3444e-22 9.23757e-22 1.24687e-21 1.38863e-22
0.00601183573405 -2.63544e-22 8.34969e-22 1.12531e-21 7.0666e-23
0.00601196289062 -2.06323e-22 7.64105e-22 1.02628e-21 1.53119e-23
0.0060120900472 -1.58838e-22 7.06126e-22 9.43711e-22 -3.08659e-23
0.00601221720378 -1.18543e-22 6.57685e-22 8.73523e-22 -7.02436e-23
0.00601234436035 -8.37114e-23 6.16483e-22 8.12859e-22 -1.04436e-22
0.00601247151693 -5.31301e-23 5.80891e-22 7.59666e-22 -1.34583e-22
0.0060125986735 -2.59172e-23 5.49725e-22 7.12431e-22 -1.61515e-22
0.00601272583008 -1.41524e-24 5.22103e-22 6.70013e-22 -1.85852e-22
0.00601285298665 2.08779e-23 4.97358e-22 6.31534e-22 -2.08073e-22
0.00601298014323 4.13523e-23 4.74972e-22 5.96308e-22 -2.28547e-22
